user_id,country,sex,height,weight,age,years_cl,date_first,date_last,grades_count,grades_first,grades_last,grades_max,grades_mean,year_first,year_last
15762,BRA,0,172,63,38.0,19,2007-02-24 23:00:00,2017-08-24 22:00:00,117,53,53,64,48.78632478632478,2007,2017
15768,ESP,0,183,78,41.0,21,2007-02-09 23:00:00,2015-12-19 23:00:00,449,53,53,57,43.54342984409799,2007,2015
15775,ESP,0,177,68,35.0,10,2007-05-13 22:00:00,2007-03-06 23:00:00,3,42,30,42,36.0,2007,2007
15779,ITA,0,170,68,47.0,17,2009-09-05 22:00:00,2010-11-12 23:00:00,7,38,44,44,37.142857142857146,2009,2010
15788,BRA,0,174,63,26.0,11,2007-06-02 22:00:00,2011-02-20 23:00:00,26,38,51,62,52.26923076923077,2007,2011
15792,SWE,0,180,73,40.0,10,2007-03-27 22:00:00,2007-08-04 22:00:00,5,33,30,36,32.0,2007,2007
15799,AUS,1,169,58,40.0,22,2001-10-25 22:00:00,2013-05-10 22:00:00,36,57,59,62,57.75,2001,2013
15801,AUT,1,164,48,23.0,11,2009-08-12 22:00:00,2010-11-22 23:00:00,95,36,62,62,44.77894736842105,2009,2010
15804,ESP,0,178,68,43.0,23,2007-03-14 23:00:00,2017-08-13 22:00:00,423,53,49,64,52.990543735224584,2007,2017
15806,SWE,0,176,93,37.0,11,2009-07-22 22:00:00,2010-02-06 23:00:00,5,29,35,35,30.4,2009,2010
15816,ESP,1,163,48,37.0,12,2007-04-03 22:00:00,2009-04-07 22:00:00,90,38,38,44,33.766666666666666,2007,2009
15817,NOR,0,182,68,33.0,12,2009-04-28 22:00:00,2009-05-01 22:00:00,11,29,31,36,31.363636363636363,2009,2009
15824,FRA,0,188,73,27.0,13,2006-07-03 22:00:00,2006-08-28 22:00:00,6,57,59,59,53.333333333333336,2006,2006
15832,NOR,0,185,78,31.0,10,2007-06-06 22:00:00,2015-07-26 22:00:00,62,29,44,53,43.193548387096776,2007,2015
15839,ESP,1,158,53,39.0,13,2007-03-10 23:00:00,2010-04-09 22:00:00,98,40,42,51,39.724489795918366,2007,2010
15843,USA,1,163,63,29.0,11,2007-04-20 22:00:00,2008-07-20 22:00:00,6,30,36,36,32.166666666666664,2007,2008
15848,ESP,0,160,48,23.0,12,2007-02-24 23:00:00,2014-07-04 22:00:00,222,51,59,66,54.27927927927928,2007,2014
15852,MEX,0,176,68,36.0,19,2007-02-16 23:00:00,2017-04-14 22:00:00,129,62,55,66,52.16279069767442,2007,2017
15858,other,0,180,63,27.0,13,2006-04-03 22:00:00,2008-10-17 22:00:00,15,33,46,55,41.93333333333333,2006,2008
15873,SWE,0,175,63,36.0,15,2007-05-04 22:00:00,2007-05-05 22:00:00,3,38,38,40,38.666666666666664,2007,2007
15875,FRA,0,180,63,32.0,14,2006-08-31 22:00:00,2007-03-17 23:00:00,61,49,62,66,58.47540983606557,2006,2007
15876,other,0,179,68,33.0,13,2007-04-20 22:00:00,2014-11-21 23:00:00,123,46,36,58,43.926829268292686,2007,2014
15880,ESP,0,166,63,53.0,17,2007-03-16 23:00:00,2013-05-10 22:00:00,57,49,51,55,50.666666666666664,2007,2013
15889,BRA,0,178,68,39.0,27,2007-03-14 23:00:00,2012-07-03 22:00:00,106,36,49,62,48.867924528301884,2007,2012
15894,POL,0,180,68,29.0,11,2007-04-12 22:00:00,2008-08-29 22:00:00,22,32,46,53,42.27272727272727,2007,2008
15895,USA,0,170,63,35.0,16,2008-10-11 22:00:00,2009-01-01 23:00:00,3,36,51,51,38.666666666666664,2008,2009
15909,BRA,0,174,63,32.0,11,2007-12-26 23:00:00,2017-05-06 22:00:00,152,53,49,62,47.0328947368421,2007,2017
15911,ZAF,0,195,73,32.0,10,2007-03-20 23:00:00,2009-04-06 22:00:00,20,44,42,53,40.5,2007,2009
15922,NOR,0,180,78,41.0,11,2006-09-22 22:00:00,2015-05-17 22:00:00,39,32,36,42,35.43589743589744,2006,2015
15923,SWE,0,178,68,36.0,12,2010-07-21 22:00:00,2017-07-08 22:00:00,40,31,44,49,38.2,2010,2017
15924,SWE,1,165,58,32.0,11,2009-07-15 22:00:00,2011-09-30 22:00:00,20,38,31,49,38.35,2009,2011
15931,SWE,1,161,53,35.0,14,2010-10-18 22:00:00,2014-05-28 22:00:00,9,57,42,57,49.44444444444444,2010,2014
15935,CHE,0,180,68,40.0,13,2006-05-24 22:00:00,2007-05-12 22:00:00,31,49,46,51,42.87096774193548,2006,2007
15940,SWE,0,183,78,41.0,12,2007-03-12 23:00:00,2011-07-09 22:00:00,54,38,46,53,37.907407407407405,2007,2011
15943,CHE,0,178,68,37.0,13,2007-03-10 23:00:00,2008-10-09 22:00:00,44,53,51,62,50.81818181818182,2007,2008
15949,ITA,0,170,68,31.0,17,2007-03-22 23:00:00,2008-06-01 22:00:00,6,43,44,44,42.5,2007,2008
15950,NOR,0,185,78,35.0,13,2007-04-13 22:00:00,2007-04-13 22:00:00,1,54,54,54,54.0,2007,2007
15953,POL,0,183,78,34.0,13,2007-02-24 23:00:00,2017-04-10 22:00:00,144,52,44,57,41.80555555555556,2007,2017
15954,CHE,0,177,68,38.0,23,2006-10-05 22:00:00,2007-04-09 22:00:00,8,55,53,62,56.625,2006,2007
15958,ESP,0,176,68,46.0,25,2005-07-31 22:00:00,2011-11-11 23:00:00,125,57,55,62,55.104,2005,2011
15962,BRA,0,183,68,37.0,15,2007-01-19 23:00:00,2017-06-02 22:00:00,412,57,51,68,49.62864077669903,2007,2017
15969,POL,0,174,58,34.0,17,2006-11-25 23:00:00,2017-09-08 22:00:00,291,53,49,62,47.017182130584196,2006,2017
15973,SWE,0,190,93,28.0,15,2007-03-27 22:00:00,2007-03-27 22:00:00,1,30,30,30,30.0,2007,2007
15975,SWE,0,180,63,33.0,14,2007-06-14 22:00:00,2014-04-15 22:00:00,181,46,49,55,42.28729281767956,2007,2014
15982,AUT,0,188,73,45.0,14,2007-04-28 22:00:00,2014-06-19 22:00:00,226,56,59,62,47.97787610619469,2007,2014
15983,ESP,0,174,68,37.0,13,2006-11-18 23:00:00,2017-07-15 22:00:00,288,36,49,55,40.861111111111114,2006,2017
15987,POL,1,172,48,25.0,10,2007-01-29 23:00:00,2009-04-11 22:00:00,23,33,33,42,34.78260869565217,2007,2009
15993,FRA,0,189,88,31.0,15,2007-04-09 22:00:00,2007-04-09 22:00:00,6,44,46,49,44.833333333333336,2007,2007
16001,USA,1,161,48,34.0,11,2007-05-20 22:00:00,2007-05-20 22:00:00,1,44,44,44,44.0,2007,2007
16004,SWE,0,178,78,33.0,13,2011-04-22 22:00:00,2011-08-31 22:00:00,11,40,40,40,33.90909090909091,2011,2011
16012,GBR,0,180,78,46.0,17,2007-02-14 23:00:00,2010-05-14 22:00:00,94,52,53,57,50.88297872340426,2007,2010
16014,ESP,0,181,73,35.0,11,2007-03-02 23:00:00,2009-08-29 22:00:00,19,37,40,40,36.21052631578947,2007,2009
16019,other,0,176,78,38.0,22,2005-09-23 22:00:00,2011-07-29 22:00:00,63,57,59,64,57.06349206349206,2005,2011
16021,SWE,0,180,73,37.0,22,2007-04-20 22:00:00,2008-09-06 22:00:00,23,53,57,57,52.08695652173913,2007,2008
16023,ESP,0,176,83,31.0,10,2007-03-31 22:00:00,2007-03-14 23:00:00,4,33,37,37,34.0,2007,2007
16028,SWE,0,184,78,47.0,24,2007-09-28 22:00:00,2007-09-28 22:00:00,15,36,36,42,37.333333333333336,2007,2007
16033,USA,0,176,68,30.0,18,2005-06-21 22:00:00,2005-06-20 22:00:00,2,59,59,59,59.0,2005,2005
16035,DNK,0,175,73,40.0,13,2009-07-14 22:00:00,2009-07-14 22:00:00,3,40,40,40,40.0,2009,2009
16039,FRA,1,160,48,42.0,12,2006-08-02 22:00:00,2008-08-13 22:00:00,15,49,55,55,47.46666666666667,2006,2008
16042,MEX,0,175,68,34.0,12,2005-12-12 23:00:00,2005-12-12 23:00:00,1,51,51,51,51.0,2005,2005
16044,AUT,0,189,78,38.0,16,2010-08-15 22:00:00,2017-08-24 22:00:00,129,53,53,62,51.96124031007752,2010,2017
16045,other,0,162,63,40.0,16,2007-03-02 23:00:00,2015-08-19 22:00:00,75,57,53,66,55.24,2007,2015
16047,ESP,0,170,63,40.0,17,2007-04-02 22:00:00,2009-08-11 22:00:00,57,61,55,64,56.73684210526316,2007,2009
16050,NOR,0,175,93,48.0,12,2006-05-19 22:00:00,2007-06-07 22:00:00,8,42,40,42,38.625,2006,2007
16051,ITA,0,180,63,29.0,11,2007-01-19 23:00:00,2007-08-13 22:00:00,15,49,57,57,52.53333333333333,2007,2007
16052,ESP,0,168,63,43.0,17,2007-05-09 22:00:00,2009-01-16 23:00:00,87,48,50,54,42.4367816091954,2007,2009
16054,CAN,0,174,53,29.0,17,2005-09-01 22:00:00,2001-08-14 22:00:00,3,46,31,46,39.0,2005,2001
16076,POL,0,180,68,32.0,10,2007-04-10 22:00:00,2015-06-25 22:00:00,356,32,42,62,42.598314606741575,2007,2015
16085,USA,0,178,73,35.0,15,2009-04-09 22:00:00,2010-04-24 22:00:00,11,37,62,62,46.81818181818182,2009,2010
16091,FRA,0,190,53,41.0,17,2007-02-14 23:00:00,2007-04-30 22:00:00,9,63,68,72,65.55555555555556,2007,2007
16104,FIN,0,186,83,34.0,11,2007-09-22 22:00:00,2007-11-08 23:00:00,16,36,38,40,36.75,2007,2007
16115,SWE,0,183,83,34.0,10,2007-07-07 22:00:00,2008-07-30 22:00:00,10,31,38,42,37.2,2007,2008
16116,DEU,0,178,68,27.0,16,2007-04-05 22:00:00,2007-10-17 22:00:00,17,53,49,55,50.05882352941177,2007,2007
16126,ESP,0,178,73,44.0,23,2007-04-08 22:00:00,2017-02-04 23:00:00,128,48,51,66,53.734375,2007,2017
16129,AUT,0,175,63,28.0,11,2007-04-04 22:00:00,2009-08-13 22:00:00,63,36,36,44,35.904761904761905,2007,2009
16130,SWE,0,178,73,34.0,12,2007-03-30 22:00:00,2012-10-31 23:00:00,172,42,53,64,51.43023255813954,2007,2012
16133,BEL,0,179,68,33.0,14,2007-04-28 22:00:00,2017-02-24 23:00:00,142,44,57,59,50.183098591549296,2007,2017
16136,POL,0,180,58,26.0,14,2007-01-31 23:00:00,2017-07-23 22:00:00,343,63,36,72,56.11078717201166,2007,2017
16137,AUT,0,175,63,25.0,18,2007-04-08 22:00:00,2011-04-20 22:00:00,57,53,55,66,58.54385964912281,2007,2011
16139,AUT,0,180,63,29.0,12,2006-05-04 22:00:00,2013-06-15 22:00:00,5,51,62,64,59.6,2006,2013
16140,BEL,0,183,73,32.0,12,2006-09-03 22:00:00,2007-07-25 22:00:00,8,36,44,44,37.25,2006,2007
16148,USA,0,175,63,56.0,23,2006-12-15 23:00:00,2009-11-14 23:00:00,36,43,46,52,46.27777777777778,2006,2009
16151,ITA,0,176,68,37.0,12,2007-04-08 22:00:00,2007-06-09 22:00:00,10,46,44,46,40.2,2007,2007
16155,SWE,1,175,58,29.0,13,2005-06-06 22:00:00,2008-06-08 22:00:00,19,49,51,55,49.10526315789474,2005,2008
16165,ESP,0,174,58,34.0,17,2007-08-05 22:00:00,2008-08-19 22:00:00,10,51,42,51,42.6,2007,2008
16166,POL,0,190,83,32.0,10,2007-04-16 22:00:00,2008-05-24 22:00:00,70,32,36,51,38.357142857142854,2007,2008
16167,ESP,0,180,68,33.0,17,2006-05-18 22:00:00,2017-03-02 23:00:00,111,55,59,66,55.108108108108105,2006,2017
16172,GBR,0,190,88,39.0,17,2006-09-23 22:00:00,2015-01-05 23:00:00,57,53,40,55,44.35087719298246,2006,2015
16190,POL,0,177,63,40.0,17,2007-05-18 22:00:00,2007-06-08 22:00:00,3,36,33,36,34.0,2007,2007
16194,MEX,0,182,63,43.0,14,2007-05-04 22:00:00,2013-11-25 23:00:00,51,59,59,62,53.21568627450981,2007,2013
16195,POL,0,176,68,42.0,24,2007-04-06 22:00:00,2017-06-15 22:00:00,500,53,44,64,44.802,2007,2017
16203,BRA,0,175,63,27.0,15,2007-01-06 23:00:00,2017-04-21 22:00:00,131,64,49,72,53.54961832061068,2007,2017
16224,POL,1,167,48,35.0,13,2007-04-14 22:00:00,2011-09-14 22:00:00,242,52,48,66,46.65289256198347,2007,2011
16225,FIN,0,180,73,32.0,15,2008-05-11 22:00:00,2009-12-31 23:00:00,29,49,55,59,52.06896551724138,2008,2010
16230,ESP,1,170,53,46.0,23,2007-04-22 22:00:00,2014-10-03 22:00:00,149,42,38,59,46.328859060402685,2007,2014
16231,SWE,0,175,78,48.0,17,2008-05-29 22:00:00,2014-06-20 22:00:00,110,40,55,55,39.99090909090909,2008,2014
16242,FRA,0,183,68,41.0,13,2006-06-07 22:00:00,2007-10-05 22:00:00,6,46,49,51,46.666666666666664,2006,2007
16250,ITA,0,179,73,35.0,20,2006-11-06 23:00:00,2017-06-01 22:00:00,333,62,55,69,54.93693693693694,2006,2017
16254,DEU,0,183,73,32.0,12,2007-04-15 22:00:00,2015-11-03 23:00:00,92,64,66,70,63.358695652173914,2007,2015
16255,other,0,170,63,30.0,17,2007-03-23 23:00:00,2007-03-23 23:00:00,1,35,35,35,35.0,2007,2007
16258,ITA,0,176,78,45.0,11,2007-04-17 22:00:00,2007-04-17 22:00:00,1,38,38,38,38.0,2007,2007
16260,ZAF,0,168,73,35.0,10,2007-05-04 22:00:00,2008-02-01 23:00:00,3,33,36,36,34.0,2007,2008
16261,NOR,0,176,68,51.0,26,2007-04-28 22:00:00,2007-04-28 22:00:00,1,46,46,46,46.0,2007,2007
16262,SVN,0,182,83,37.0,26,2003-02-01 23:00:00,2016-06-24 22:00:00,21,54,42,64,54.285714285714285,2003,2016
16264,FRA,0,174,58,37.0,20,2007-09-01 22:00:00,2017-05-16 22:00:00,2,36,29,36,32.5,2007,2017
16267,DEU,0,170,53,26.0,21,2007-04-27 22:00:00,2009-11-28 23:00:00,12,49,62,62,54.25,2007,2009
16268,ESP,0,190,83,38.0,15,2007-02-22 23:00:00,2017-07-13 22:00:00,160,44,57,57,44.2875,2007,2017
16271,ITA,0,181,68,43.0,10,2007-05-30 22:00:00,2007-05-30 22:00:00,1,51,51,51,51.0,2007,2007
16272,CHE,0,178,83,29.0,15,2007-10-11 22:00:00,2012-05-18 22:00:00,3,46,40,46,42.0,2007,2012
16274,BEL,0,160,48,25.0,20,2007-04-03 22:00:00,2007-04-11 22:00:00,23,31,49,53,45.391304347826086,2007,2007
16280,ITA,0,173,68,51.0,12,2007-03-30 22:00:00,2009-09-21 22:00:00,55,49,42,52,44.0,2007,2009
16288,ESP,0,170,63,34.0,13,2005-06-04 22:00:00,2017-09-07 22:00:00,685,40,59,62,44.51094890510949,2005,2017
16290,DEU,0,175,73,37.0,10,2008-08-02 22:00:00,2010-05-28 22:00:00,2,40,38,40,39.0,2008,2010
16291,ESP,0,173,63,37.0,22,2010-07-18 22:00:00,2010-07-18 22:00:00,1,59,59,59,59.0,2010,2010
16292,SWE,0,177,78,52.0,27,2008-08-13 22:00:00,2009-06-15 22:00:00,3,38,38,42,39.333333333333336,2008,2009
16297,POL,0,186,73,32.0,13,2007-03-24 23:00:00,2017-09-08 22:00:00,617,51,36,62,43.12479740680713,2007,2017
16298,POL,0,181,63,32.0,13,2006-06-26 22:00:00,2017-08-07 22:00:00,534,49,46,70,45.857677902621724,2006,2017
16304,NOR,0,172,63,25.0,14,2010-08-17 22:00:00,2017-05-22 22:00:00,253,46,51,64,50.280632411067195,2010,2017
16306,other,0,173,68,32.0,13,2007-06-22 22:00:00,2008-03-07 23:00:00,4,40,36,40,37.5,2007,2008
16312,NOR,0,170,73,41.0,12,2005-08-09 22:00:00,2009-06-13 22:00:00,5,33,42,42,36.0,2005,2009
16319,SWE,0,176,68,40.0,13,2007-06-09 22:00:00,2007-06-08 22:00:00,4,36,36,36,36.0,2007,2007
16326,SVN,1,176,58,27.0,15,2007-02-27 23:00:00,2017-05-25 22:00:00,220,53,57,66,56.00454545454546,2007,2017
16327,NOR,0,179,68,42.0,22,2006-12-16 23:00:00,2013-10-09 22:00:00,34,51,40,59,51.205882352941174,2006,2013
16332,SVN,0,178,73,36.0,11,2006-08-05 22:00:00,2007-08-24 22:00:00,32,36,38,44,37.0,2006,2007
16339,USA,1,165,63,37.0,12,2008-06-05 22:00:00,2008-05-24 22:00:00,2,49,53,53,51.0,2008,2008
16345,AUS,0,168,58,36.0,17,2007-04-22 22:00:00,2007-04-22 22:00:00,6,51,46,51,48.833333333333336,2007,2007
16348,ZAF,0,175,63,32.0,19,2007-04-21 22:00:00,2007-04-26 22:00:00,7,42,33,44,40.42857142857143,2007,2007
16349,FRA,1,165,53,36.0,11,2007-05-14 22:00:00,2008-07-04 22:00:00,19,30,33,40,34.421052631578945,2007,2008
16352,AUT,0,182,78,60.0,12,2007-04-20 22:00:00,2006-06-22 22:00:00,7,42,36,42,37.42857142857143,2007,2006
16355,ESP,0,157,43,21.0,14,2005-06-14 22:00:00,2011-09-02 22:00:00,123,53,59,66,54.54471544715447,2005,2011
16356,POL,0,190,83,27.0,15,2007-05-01 22:00:00,2017-08-30 22:00:00,509,36,46,62,45.683693516699414,2007,2017
16361,AUS,0,178,68,41.0,27,2009-12-30 23:00:00,2012-03-01 23:00:00,8,64,49,64,52.875,2009,2012
16363,USA,0,182,78,36.0,24,2007-03-28 22:00:00,2015-10-17 22:00:00,82,51,51,57,44.646341463414636,2007,2015
16364,ESP,0,171,58,33.0,17,2007-08-30 22:00:00,2008-12-19 23:00:00,41,44,49,51,38.0,2007,2008
16366,SWE,0,182,73,35.0,17,2007-04-14 22:00:00,2009-09-25 22:00:00,54,62,51,62,47.25925925925926,2007,2009
16370,other,0,190,73,33.0,12,2007-04-11 22:00:00,2009-11-17 23:00:00,23,42,40,44,39.30434782608695,2007,2009
16374,SVN,0,186,73,36.0,10,2007-04-23 22:00:00,2007-06-08 22:00:00,13,29,29,38,30.384615384615383,2007,2007
16385,CHE,0,178,73,37.0,14,2007-04-28 22:00:00,2017-08-08 22:00:00,42,51,52,53,49.976190476190474,2007,2017
16403,BRA,0,178,68,35.0,15,2006-10-06 22:00:00,2017-07-19 22:00:00,138,52,53,59,49.92028985507246,2006,2017
16404,POL,0,171,58,26.0,16,2006-08-13 22:00:00,2016-08-03 22:00:00,109,43,53,64,48.61467889908257,2006,2016
16409,NOR,1,160,53,40.0,17,2002-02-27 23:00:00,2010-09-21 22:00:00,47,43,53,57,45.276595744680854,2002,2010
16414,DEU,1,167,58,39.0,14,2007-02-23 23:00:00,2017-08-25 22:00:00,1023,57,51,62,49.73704789833822,2007,2017
16417,ZAF,0,180,73,38.0,17,2007-04-26 22:00:00,2017-08-09 22:00:00,305,42,36,55,42.895081967213116,2007,2017
16423,AUS,0,175,63,52.0,21,2007-04-27 22:00:00,2007-03-26 22:00:00,3,59,55,59,57.666666666666664,2007,2007
16429,AUS,1,160,40,25.0,16,2008-07-07 22:00:00,2008-07-07 22:00:00,2,29,29,29,29.0,2008,2008
16431,SWE,0,183,73,39.0,13,2006-09-04 22:00:00,2009-12-23 23:00:00,5,29,33,36,33.4,2006,2009
16435,other,0,180,63,35.0,10,2007-04-21 22:00:00,2007-04-21 22:00:00,1,33,33,33,33.0,2007,2007
16466,BEL,0,180,73,28.0,12,2007-04-30 22:00:00,2008-01-03 23:00:00,4,49,51,57,51.25,2007,2008
16471,ITA,0,180,68,39.0,17,2007-02-01 23:00:00,2013-04-01 22:00:00,53,59,49,63,53.735849056603776,2007,2013
16472,ESP,1,156,48,30.0,13,2008-03-20 23:00:00,2009-02-02 23:00:00,5,36,46,46,41.6,2008,2009
16474,BEL,0,178,58,26.0,17,2007-05-01 22:00:00,2008-08-23 22:00:00,44,53,49,62,50.72727272727273,2007,2008
16478,ESP,0,170,63,33.0,17,2007-05-11 22:00:00,2010-04-30 22:00:00,55,62,53,64,58.36363636363637,2007,2010
16482,NOR,0,170,58,27.0,15,2007-06-10 22:00:00,2007-06-10 22:00:00,1,52,52,52,52.0,2007,2007
16483,USA,1,153,53,28.0,15,2008-09-17 22:00:00,2009-12-07 23:00:00,8,57,57,59,55.375,2008,2009
16488,SWE,0,187,73,34.0,14,2008-04-11 22:00:00,2009-06-13 22:00:00,62,31,33,49,37.11290322580645,2008,2009
16490,SWE,0,179,68,33.0,11,2007-04-19 22:00:00,2017-07-17 22:00:00,51,44,29,49,38.294117647058826,2007,2017
16494,POL,0,170,58,37.0,17,2003-03-31 22:00:00,2016-04-01 22:00:00,540,44,38,59,44.587037037037035,2003,2016
16496,other,0,173,73,25.0,14,2007-04-29 22:00:00,2010-09-10 22:00:00,67,36,51,55,42.656716417910445,2007,2010
16497,ESP,0,175,73,38.0,20,2001-04-19 22:00:00,2001-04-19 22:00:00,1,42,42,42,42.0,2001,2001
16499,ESP,0,170,48,24.0,11,2007-05-02 22:00:00,2017-06-20 22:00:00,635,46,59,68,52.044094488188975,2007,2017
16500,HRV,0,180,73,44.0,11,2006-04-04 22:00:00,2009-02-14 23:00:00,47,42,59,59,49.59574468085106,2006,2009
16501,USA,1,162,48,31.0,15,2007-08-02 22:00:00,2009-07-27 22:00:00,22,51,33,59,44.13636363636363,2007,2009
16503,FIN,0,168,53,27.0,17,2008-07-01 22:00:00,2009-10-03 22:00:00,35,51,61,68,58.05714285714286,2008,2009
16504,NOR,0,175,63,36.0,12,2007-04-27 22:00:00,2008-05-27 22:00:00,26,44,40,46,38.69230769230769,2007,2008
16510,ESP,0,182,78,38.0,13,2009-02-01 23:00:00,2012-05-27 22:00:00,143,49,38,55,44.41258741258741,2009,2012
16517,FRA,0,176,63,38.0,16,2007-05-06 22:00:00,2007-05-06 22:00:00,1,62,62,62,62.0,2007,2007
16522,ESP,0,177,68,38.0,15,2007-04-27 22:00:00,2013-05-11 22:00:00,74,44,31,51,36.689189189189186,2007,2013
16525,AUS,0,181,73,46.0,29,2007-01-01 23:00:00,2008-06-28 22:00:00,30,36,40,55,47.13333333333333,2007,2008
16533,POL,0,180,68,38.0,17,2007-04-06 22:00:00,2008-08-30 22:00:00,51,49,55,62,52.666666666666664,2007,2008
16534,POL,0,176,73,27.0,11,2007-04-28 22:00:00,2010-07-30 22:00:00,13,38,42,51,41.30769230769231,2007,2010
16535,ESP,0,177,63,42.0,25,2007-05-05 22:00:00,2017-08-19 22:00:00,359,53,31,59,44.108635097493035,2007,2017
16551,ESP,0,185,73,47.0,26,2007-05-06 22:00:00,2007-05-06 22:00:00,8,57,49,57,52.5,2007,2007
16573,NLD,1,168,58,41.0,21,2005-05-12 22:00:00,2008-05-29 22:00:00,30,36,36,49,38.63333333333333,2005,2008
16574,USA,0,173,68,25.0,17,2007-04-21 22:00:00,2009-04-25 22:00:00,94,51,49,55,44.308510638297875,2007,2009
16582,NLD,1,174,53,25.0,16,2008-05-05 22:00:00,2009-07-04 22:00:00,57,40,33,53,39.175438596491226,2008,2009
16586,RUS,0,174,73,34.0,14,2007-04-29 22:00:00,2017-06-16 22:00:00,198,49,45,62,44.121212121212125,2007,2017
16587,ESP,0,177,78,43.0,18,2009-06-06 22:00:00,2009-06-06 22:00:00,1,53,53,53,53.0,2009,2009
16590,PRT,1,171,53,25.0,12,2007-05-08 22:00:00,2016-06-03 22:00:00,298,38,40,62,44.375838926174495,2007,2016
16599,POL,0,175,40,28.0,11,2007-04-23 22:00:00,2014-09-17 22:00:00,260,33,40,53,40.042307692307695,2007,2014
16600,USA,0,183,78,37.0,11,2007-09-22 22:00:00,2010-01-06 23:00:00,32,38,38,46,36.21875,2007,2010
16605,USA,1,167,48,29.0,11,2007-05-06 22:00:00,2008-04-19 22:00:00,50,46,33,51,39.36,2007,2008
16607,NLD,1,167,58,33.0,11,2007-07-08 22:00:00,2014-04-22 22:00:00,93,33,36,42,32.97849462365591,2007,2014
16609,HRV,0,178,63,37.0,11,2006-05-19 22:00:00,2007-10-13 22:00:00,4,36,33,46,37.0,2006,2007
16612,USA,0,177,63,27.0,18,2006-03-25 23:00:00,2009-08-03 22:00:00,62,68,66,75,64.64516129032258,2006,2009
16616,other,0,170,63,33.0,13,2006-05-14 22:00:00,2017-07-19 22:00:00,47,38,43,51,39.340425531914896,2006,2017
16627,CZE,0,182,78,29.0,14,2007-05-04 22:00:00,2007-05-11 22:00:00,12,32,40,46,39.583333333333336,2007,2007
16628,PRT,0,174,83,35.0,13,2010-07-14 22:00:00,2012-03-31 22:00:00,5,36,49,57,49.6,2010,2012
16629,USA,1,173,58,35.0,11,2007-02-02 23:00:00,2008-08-31 22:00:00,32,46,36,46,40.4375,2007,2008
16633,SWE,0,194,88,32.0,12,2007-04-16 22:00:00,2007-06-03 22:00:00,12,31,42,42,34.25,2007,2007
16634,ZAF,0,174,63,27.0,16,2007-05-15 22:00:00,2008-01-02 23:00:00,5,51,53,53,50.2,2007,2008
16635,POL,0,186,73,28.0,11,2007-07-25 22:00:00,2009-06-09 22:00:00,14,42,46,46,39.92857142857143,2007,2009
16639,ESP,0,180,73,34.0,11,2007-05-11 22:00:00,2016-12-31 23:00:00,76,29,29,49,37.94736842105263,2007,2017
16640,FRA,0,173,63,36.0,16,2005-10-14 22:00:00,2010-06-28 22:00:00,120,53,62,62,52.88333333333333,2005,2010
16661,NLD,0,178,68,43.0,17,2007-05-07 22:00:00,2015-06-27 22:00:00,83,51,49,55,49.27710843373494,2007,2015
16672,ESP,0,173,58,33.0,20,2007-05-12 22:00:00,2017-09-08 22:00:00,715,53,64,75,62.945454545454545,2007,2017
16674,BRA,0,190,73,32.0,11,2008-05-11 22:00:00,2013-05-11 22:00:00,21,42,49,53,45.333333333333336,2008,2013
16675,BRA,0,183,78,36.0,12,2007-08-04 22:00:00,2007-08-04 22:00:00,3,40,40,42,40.666666666666664,2007,2007
16680,CHE,0,186,73,39.0,20,2006-04-12 22:00:00,2014-06-06 22:00:00,85,57,57,59,51.04705882352941,2006,2014
16682,USA,0,177,63,37.0,13,2007-05-11 22:00:00,2011-03-11 23:00:00,66,56,46,59,50.42424242424242,2007,2011
16688,POL,0,175,63,40.0,11,2006-06-23 22:00:00,2017-08-14 22:00:00,398,36,57,64,52.185929648241206,2006,2017
16689,RUS,0,164,63,35.0,12,2007-04-29 22:00:00,2007-01-05 23:00:00,5,48,40,48,43.6,2007,2007
16702,ESP,0,180,78,42.0,19,2007-05-25 22:00:00,2015-01-02 23:00:00,117,53,52,56,50.94871794871795,2007,2015
16707,DNK,0,182,78,41.0,17,2003-09-04 22:00:00,2014-07-22 22:00:00,169,49,59,64,53.07692307692308,2003,2014
16709,AUT,0,170,58,28.0,18,2006-08-15 22:00:00,2008-09-27 22:00:00,28,55,57,62,53.535714285714285,2006,2008
16710,ESP,0,182,68,46.0,27,2007-04-05 22:00:00,2015-01-24 23:00:00,44,49,55,57,50.77272727272727,2007,2015
16711,USA,0,178,68,32.0,13,2007-05-29 22:00:00,2007-05-29 22:00:00,2,33,33,33,33.0,2007,2007
16714,RUS,0,178,73,29.0,11,2008-05-10 22:00:00,2017-01-13 23:00:00,72,57,66,66,57.958333333333336,2008,2017
16722,NOR,0,176,73,41.0,13,2006-05-23 22:00:00,2006-10-15 22:00:00,5,38,64,64,44.4,2006,2006
16726,other,0,185,68,25.0,13,2007-05-18 22:00:00,2008-08-30 22:00:00,95,40,42,57,44.189473684210526,2007,2008
16728,ESP,0,170,63,38.0,17,2008-11-09 23:00:00,2009-11-15 23:00:00,13,45,48,50,46.46153846153846,2008,2009
16736,MEX,0,180,73,40.0,13,2007-05-25 22:00:00,2009-05-09 22:00:00,34,59,51,62,52.64705882352941,2007,2009
16738,SWE,0,179,73,39.0,23,2007-05-18 22:00:00,2007-08-18 22:00:00,9,45,43,46,42.22222222222222,2007,2007
